n_verts_perterbed,delta,dcorr_median,mgc_median,hsic_median,dcorr_seedless,mgc_seedless,hsic_seedless
0,0.0,0.6354166666666666,0.8125,0.23958333333333334,0.0,0.0,0.0
0,0.2,0.5520833333333334,0.78125,0.3333333333333333,0.0,0.0,0.0
0,0.4,0.6875,0.8541666666666666,0.3020833333333333,0.0,0.0,0.0
0,0.6000000000000001,0.6354166666666666,0.8125,0.34375,0.0,0.0,0.0
0,0.8,0.65625,0.8125,0.34375,0.0,0.0,0.0
0,1.0,0.7083333333333334,0.8020833333333334,0.3854166666666667,0.0,0.0,0.0
20,0.0,0.6875,0.84375,0.34375,0.0,0.0,0.0
20,0.2,0.5729166666666666,0.8645833333333334,0.28125,0.0,0.0,0.0
20,0.4,0.53125,0.75,0.3958333333333333,0.0,0.0,0.0
20,0.6000000000000001,0.4791666666666667,0.7083333333333334,0.3020833333333333,0.0,0.0,0.0
20,0.8,0.53125,0.71875,0.28125,0.0,0.0,0.0
20,1.0,0.5520833333333334,0.7291666666666666,0.3229166666666667,0.0,0.0,0.0
40,0.0,0.7395833333333334,0.8854166666666666,0.3020833333333333,0.0,0.0,0.0
40,0.2,0.59375,0.8333333333333334,0.3333333333333333,0.0,0.0,0.0
40,0.4,0.6145833333333334,0.8645833333333334,0.3645833333333333,0.0,0.0,0.0
40,0.6000000000000001,0.4895833333333333,0.84375,0.3333333333333333,0.0,0.0,0.0
40,0.8,0.4583333333333333,0.7604166666666666,0.2604166666666667,0.0,0.010416666666666666,0.0
40,1.0,0.53125,0.7395833333333334,0.3020833333333333,0.0,0.010416666666666666,0.0
60,0.0,0.6770833333333334,0.78125,0.3229166666666667,0.0,0.0,0.0
60,0.2,0.59375,0.8020833333333334,0.3020833333333333,0.0,0.0,0.0
60,0.4,0.4375,0.78125,0.25,0.0,0.0,0.0
60,0.6000000000000001,0.5416666666666666,0.8229166666666666,0.34375,0.0,0.020833333333333332,0.0
60,0.8,0.40625,0.7708333333333334,0.2708333333333333,0.0,0.010416666666666666,0.0
60,1.0,0.4895833333333333,0.7708333333333334,0.23958333333333334,0.0,0.09375,0.0
80,0.0,0.7291666666666666,0.84375,0.3645833333333333,0.0,0.0,0.0
80,0.2,0.4895833333333333,0.7604166666666666,0.25,0.0,0.0,0.0
80,0.4,0.5104166666666666,0.78125,0.3333333333333333,0.0,0.0,0.0
80,0.6000000000000001,0.40625,0.7604166666666666,0.19791666666666666,0.0,0.0625,0.0
80,0.8,0.4791666666666667,0.8229166666666666,0.23958333333333334,0.0,0.2604166666666667,0.0
80,1.0,0.5104166666666666,0.90625,0.22916666666666666,0.0,0.3229166666666667,0.0
100,0.0,0.59375,0.7916666666666666,0.2916666666666667,0.0,0.0,0.0
100,0.2,0.5104166666666666,0.7291666666666666,0.3125,0.0,0.0,0.0
100,0.4,0.4791666666666667,0.875,0.3333333333333333,0.0,0.020833333333333332,0.0
100,0.6000000000000001,0.46875,0.78125,0.23958333333333334,0.0,0.13541666666666666,0.0
100,0.8,0.5,0.8645833333333334,0.17708333333333334,0.0,0.5,0.0
100,1.0,0.5625,0.9270833333333334,0.17708333333333334,0.0,0.5520833333333334,0.0
